"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",14,"2017-04-13","89.93     ","2.64864384795279","5.62297484868821","Madison Bumgarner","571448","518516","Walk","Foul","154.416   ","2473.276  ","-31.6     ","3.7       ","14","Nolan Arenado walks.   DJ LeMahieu to 2nd.  ","R ","R","L","SF ","COL","S",0,0,0,0,2017,"5.608527580831176     ","11.713549371890377  ","0.989798884519417","2.34816111900747","null","null",518934,1,1,"top","0.0000","0.0000","021748","2017-04-14T02:17:48Z","543148","490319","170414_021758","-6.13","-130.425696597848   ","-6.05","9.60","28.98","-12.12","3.47","1.59","null","null","null","89.64","2270","6.42",490232
"FF",15,"2017-04-13","92.46     ","2.47657616723997","5.65926433476207","Madison Bumgarner","571448","518516","Walk","Ball","143.057   ","2453.821  ","-37.1     ","4.1       ","11","Nolan Arenado walks.   DJ LeMahieu to 2nd.  ","R ","R","L","SF ","COL","B",0,0,0,1,2017,"7.532488885134348     ","10.016434231405896  ","-0.904005500695258","3.80175935306106","null","null",518934,1,1,"top","0.0000","0.0000","021811","2017-04-14T02:18:11Z","543148","490319","170414_021816","-11.50","-133.916273260745   ","-2.23","13.61","30.21","-14.07","3.47","1.59","null","null","null","92.55","2275","6.69",490232
"FF",16,"2017-04-13","90.74     ","2.79717512361075","5.46312639995038","Madison Bumgarner","571448","518516","Walk","Ball","151.986   ","2658.577  ","-39.5     ","3.7       ","14","Nolan Arenado walks.   DJ LeMahieu to 2nd.  ","R ","R","L","SF ","COL","B",0,0,1,1,2017,"6.456318245159377     ","12.134636186149319  ","1.66631311250461","1.73931706551597","null","null",518934,1,1,"top","0.0000","0.0000","021832","2017-04-14T02:18:32Z","543148","490319","170414_021837","-5.12","-131.636612579712   ","-7.59","11.33","27.90","-10.88","3.47","1.59","null","null","null","90.58","2173","6.35",490232
"SL",17,"2017-04-13","86.62     ","2.5552190961025","5.53683207905381","Madison Bumgarner","571448","518516","Walk","Swinging Strike","178.053   ","1569.989  ","3.6       ","5.0       ","13","Nolan Arenado walks.   DJ LeMahieu to 2nd.  ","R ","R","L","SF ","COL","S",0,0,2,1,2017,"0.2876370336922488    ","8.453697412580675   ","-1.24155406631403","1.61655798713749","null","null",518934,1,1,"top","0.0000","0.0000","021852","2017-04-14T02:18:52Z","543148","490319","170414_021858","-9.53","-125.523344744772   ","-6.00","0.46","23.85","-18.60","3.47","1.59","null","null","null","86.25","2235","6.14",490232
"CU",18,"2017-04-13","79.79     ","2.4994766921678","5.51427932173449","Madison Bumgarner","571448","518516","Walk","Ball In Dirt","322.545   ","778.675   ","8.0       ","11.4      ","13","Nolan Arenado walks.   DJ LeMahieu to 2nd.  ","R ","R","L","SF ","COL","B",0,0,2,2,2017,"-2.795502275372724    ","3.6488558163534845  ","-2.07018292270486","1.00500838217019","null","null",518934,1,1,"top","0.0000","0.0000","021921","2017-04-14T02:19:21Z","543148","490319","170414_021926","-9.59","-115.611568050798   ","-2.15","-3.77","22.08","-37.10","3.47","1.59","null","null","null","78.62","2513","5.76",490232
"FF",19,"2017-04-13","91.35     ","2.63072781737248","5.82277367223198","Madison Bumgarner","571448","518516","Walk","Ball","157.393   ","2271.164  ","-25.5     ","3.3       ","12","Nolan Arenado walks.   DJ LeMahieu to 2nd.  ","R ","R","L","SF ","COL","B",0,0,3,2,2017,"4.539030789954408     ","10.899840239765028  ","0.137934618666434","5.35338250751139","null","null",518934,1,1,"top","0.0000","0.0000","021950","2017-04-14T02:19:50Z","543148","490319","170414_021955","-8.02","-132.485294231464   ","1.28","7.97","31.39","-13.03","3.47","1.59","null","null","null","91.54","2144","6.83",490232
"FF",24,"2017-04-13","92.03     ","2.25640765467802","5.65274936135248","Madison Bumgarner","471865","518516","Strikeout","Ball","149.481   ","2378.227  ","-31.4     ","3.7       ","11","Carlos Gonzalez strikes out swinging.  ","R ","L","L","SF ","COL","B",0,0,0,0,2017,"6.192573849944509     ","10.504440776599356  ","-1.43419957194841","3.77979417135055","null",518934,571448,1,1,"top","0.0000","0.0000","022031","2017-04-14T02:20:31Z","543148","490319","170414_022036","-11.81","-133.285079258402   ","-2.38","11.10","29.70","-13.35","3.41","1.57","null","null","null","92.23","2237","6.75",490232
"FF",25,"2017-04-13","91.60     ","2.71882574186996","5.70512856189843","Madison Bumgarner","471865","518516","Strikeout","Swinging Strike","145.725   ","2749.674  ","-45.2     ","3.9       ","12","Carlos Gonzalez strikes out swinging.  ","R ","L","L","SF ","COL","S",0,0,1,0,2017,"7.968456064491804     ","11.691775527106309  ","0.363499937053344","3.58402894545356","null",518934,571448,1,1,"top","0.0000","0.0000","022051","2017-04-14T02:20:51Z","543148","490319","170414_022056","-8.87","-132.856311343976   ","-3.38","14.18","29.60","-11.37","3.41","1.57","null","null","null","91.91","2138","6.74",490232
"FF",26,"2017-04-13","92.36     ","2.47865730203402","5.70335116129254","Madison Bumgarner","471865","518516","Strikeout","Foul Tip","152.933   ","2641.619  ","-39.3     ","3.3       ","12","Carlos Gonzalez strikes out swinging.  ","R ","L","L","SF ","COL","S",0,0,1,1,2017,"6.133399675127892     ","12.001954347736321  ","0.132503008791665","3.50002977145798","null",518934,571448,1,1,"top","0.0000","0.0000","022112","2017-04-14T02:21:12Z","543148","490319","170414_022118","-8.30","-133.979009095956   ","-3.84","11.10","30.09","-10.45","3.41","1.57","null","null","null","92.67","2161","6.73",490232
"FF",30,"2017-04-13","92.28     ","2.53735993828765","5.71569587279739","Madison Bumgarner","471865","518516","Strikeout","Foul","144.156   ","2721.469  ","-45.1     ","4.0       ","12","Carlos Gonzalez strikes out swinging.  ","R ","L","L","SF ","COL","S",0,0,1,2,2017,"8.16514979621118      ","11.302644076934268  ","0.208415641015161","3.56578887791124",518934,"null",571448,1,1,"top","0.0000","0.0000","022209","2017-04-14T02:22:09Z","543148","490319","170414_022214","-8.92","-133.797651615205   ","-3.42","14.70","30.76","-11.83","3.41","1.57","null","null","null","92.06","2230","6.50",490232
"CU",31,"2017-04-13","78.93     ","2.56814918046067","5.64678943541601","Madison Bumgarner","471865","518516","Strikeout","Swinging Strike","285.653   ","720.763   ","11.3      ","10.6      ","13","Carlos Gonzalez strikes out swinging.  ","R ","L","L","SF ","COL","S",0,0,1,2,2017,"-4.129142280197364    ","1.1569173000339132  ","-1.74619350275802","1.29342875982347",518934,"null",571448,1,1,"top","0.0000","0.0000","022238","2017-04-14T02:22:38Z","543148","490319","170414_022243","-8.54","-114.519239724239   ","-2.38","-5.48","21.33","-33.71","3.41","1.57","null","null","null","78.51","2597","6.17",490232
"FF",66,"2017-04-13","91.16     ","2.38703513124298","5.55628138749718","Madison Bumgarner","596115","518516","Strikeout","Ball","143.009   ","3128.691  ","-51.2     ","4.4       ","13","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,0,0,2017,"9.91318127842326      ","13.159042279397042  ","-0.302884130521762","1.30735050812002","null","null","null",0,2,"top","0.0000","0.0000","023253","2017-04-14T02:32:53Z","543148","490319","170414_023258","-10.25","-131.586799180946   ","-9.11","17.07","32.51","-9.51","3.41","1.57","null","null","null","89.82","2193","6.28",490232
"SL",67,"2017-04-13","87.72     ","2.55110978778468","5.52279187854228","Madison Bumgarner","596115","518516","Strikeout","Foul","176.686   ","1554.233  ","1.3       ","4.8       ","8 ","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,1,0,2017,".48150426483697084    ","8.310852848638572   ","0.142904587537207","2.11592587391336","null","null","null",0,2,"top","0.0000","0.0000","023308","2017-04-14T02:33:08Z","543148","490319","170414_023313","-6.21","-127.312579046035   ","-4.86","0.79","26.57","-18.56","3.41","1.57","null","null","null","87.43","2102","6.28",490232
"FF",68,"2017-04-13","91.62     ","2.47059890025938","5.75970253475992","Madison Bumgarner","596115","518516","Strikeout","Ball","151.670   ","2526.878  ","-37.2     ","3.5       ","12","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,1,1,2017,"6.118672525186609     ","11.348990363933412  ","0.243249156641407","3.94243047806956","null","null","null",0,2,"top","0.0000","0.0000","023330","2017-04-14T02:33:30Z","543148","490319","170414_023335","-7.95","-133.026704724535   ","-2.54","11.00","27.77","-11.78","3.41","1.57","null","null","null","92.15","2171","6.66",490232
"SL",69,"2017-04-13","88.63     ","2.41946855985951","5.62600779819574","Madison Bumgarner","596115","518516","Strikeout","Foul","161.626   ","2085.107  ","-14.3     ","4.0       ","7 ","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,2,1,2017,"3.5042482611833883    ","10.549011918019609  ","-0.424273448502906","2.02608918173128","null","null","null",0,2,"top","0.0000","0.0000","023345","2017-04-14T02:33:45Z","543148","490319","170414_023352","-8.34","-128.405185664952   ","-6.21","5.82","27.98","-14.66","3.41","1.57","null","null","null","88.11","2117","6.32",490232
"FF",70,"2017-04-13","92.40     ","2.41463474903135","5.57137965928257","Madison Bumgarner","596115","518516","Strikeout","Swinging Strike","147.904   ","2601.848  ","-39.5     ","3.8       ","5 ","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,2,2,2017,"7.0682303837510165    ","11.269146411823392  ","0.0581884945572444","2.64966987967428","null","null","null",0,2,"top","0.0000","0.0000","023410","2017-04-14T02:34:10Z","543148","490319","170414_023415","-8.94","-133.934666499324   ","-5.46","12.76","30.53","-11.83","3.41","1.57","null","null","null","92.55","2208","6.71",490232
"FF",80,"2017-04-13","91.62     ","2.3337355768706","5.6956863776246","Madison Bumgarner","572863","518516","Strikeout","Called Strike","150.795   ","2547.962  ","-35.8     ","3.6       ","11","Dustin Garneau called out on strikes.  ","R ","R","L","SF ","COL","S",0,0,0,0,2017,"6.3797066741528035    ","11.412166254937187  ","-0.807414046875823","3.23335296476589","null","null","null",2,2,"top","0.0000","0.0000","023614","2017-04-14T02:36:14Z","543148","490319","170414_023620","-10.40","-132.734904980007   ","-4.19","11.38","28.57","-11.83","3.37","1.54","null","null","null","91.54","2213","6.49",490232
"FF",81,"2017-04-13","92.06     ","2.49989610258458","5.54159510728786","Madison Bumgarner","572863","518516","Strikeout","Foul","149.813   ","2557.643  ","-37.4     ","3.7       ","5 ","Dustin Garneau called out on strikes.  ","R ","R","L","SF ","COL","S",0,0,0,1,2017,"6.5669001262431115    ","11.288216146900297  ","000981671019644414","2.63882299449863","null","null","null",2,2,"top","0.0000","0.0000","023642","2017-04-14T02:36:42Z","543148","490319","170414_023651","-8.83","-133.52833431603    ","-5.40","11.84","29.18","-11.83","3.37","1.54","null","null","null","92.36","2217","6.68",490232
"SL",82,"2017-04-13","88.14     ","2.52155264017772","5.57970313530471","Madison Bumgarner","572863","518516","Strikeout","Foul","164.462   ","1123.233  ","-3.3      ","5.7       ","8 ","Dustin Garneau called out on strikes.  ","R ","R","L","SF ","COL","S",0,0,0,2,2017,"1.589196958640388     ","5.715213423257268   ","-0.133536055598244","1.82301148681644","null","null","null",2,2,"top","0.0000","0.0000","023708","2017-04-14T02:37:08Z","543148","490319","170414_023713","-7.25","-127.979262648871   ","-5.06","2.65","24.65","-22.63","3.37","1.54","null","null","null","88.14","2235","6.26",490232
"SL",83,"2017-04-13","87.94     ","2.49588121629221","5.48688564219334","Madison Bumgarner","572863","518516","Strikeout","Foul","179.474   ","676.456   ","2.8       ","6.5       ","13","Dustin Garneau called out on strikes.  ","R ","R","L","SF ","COL","S",0,0,0,2,2017,"032809432138170364    ","3.5598814060697643  ","-0.75284575603868","1.93644964296181","null","null","null",2,2,"top","0.0000","0.0000","023732","2017-04-14T02:37:32Z","543148","490319","170414_023737","-8.25","-127.757130752141   ","-3.83","0.05","23.26","-26.22","3.37","1.54","null","null","null","88.34","2261","6.36",490232
"FF",84,"2017-04-13","92.53     ","2.73459256563714","5.58987907834174","Madison Bumgarner","572863","518516","Strikeout","Ball","165.493   ","2565.687  ","-26.1     ","2.5       ","12","Dustin Garneau called out on strikes.  ","R ","R","L","SF ","COL","B",0,0,0,2,2017,"3.27621567427614      ","12.660528256852919  ","1.42424436578639","3.51801378017722","null","null","null",2,2,"top","0.0000","0.0000","023759","2017-04-14T02:37:59Z","543148","490319","170414_023804","-4.59","-134.326229575847   ","-3.75","5.95","30.67","-9.18","3.37","1.54","null","null","null","92.29","2310","6.39",490232
"SL",85,"2017-04-13","87.85     ","2.58190861046416","5.45224019407959","Madison Bumgarner","572863","518516","Strikeout","Ball","190.266   ","1393.385  ","9.0       ","5.3       ","13","Dustin Garneau called out on strikes.  ","R ","R","L","SF ","COL","B",0,0,1,2,2017,"1.3127465919819121    ","7.246861677591395   ","-0.514689448585062","0.601541721222234","null","null","null",2,2,"top","0.0000","0.0000","023817","2017-04-14T02:38:17Z","543148","490319","170414_023822","-7.40","-127.528434939605   ","-8.28","-2.18","23.80","-20.12","3.37","1.54","null","null","null","88.78","2210","6.79",490232
"FF",86,"2017-04-13","91.87     ","2.4354819398183","5.52047086098983","Madison Bumgarner","572863","518516","Strikeout","Called Strike","150.067   ","2269.060  ","-28.2     ","3.9       ","11","Dustin Garneau called out on strikes.  ","R ","R","L","SF ","COL","S",0,0,2,2,2017,"5.801174475082668     ","10.074705779346576  ","-0.96083235770113","2.94956237166328","null","null","null",2,2,"top","0.0000","0.0000","023838","2017-04-14T02:38:38Z","543148","490319","170414_023843","-10.89","-133.058669708869   ","-4.06","10.38","28.95","-14.14","3.37","1.54","null","null","null","91.67","2214","6.45",490232
"FF",108,"2017-04-13","91.45     ","2.50234983417589","5.68447719759711","Madison Bumgarner","592351","518516","Strikeout","Called Strike","159.016   ","2442.611  ","-27.4     ","3.2       ","2 ","Jon Gray strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,0,0,2017,"4.494078558259548     ","11.7166611743586    ","0.227997120394116","3.01692469176952","null","null","null",0,3,"top","0.0000","0.0000","024558","2017-04-14T02:45:58Z","543148","490319","170414_024603","-7.48","-132.658898860153   ","-4.82","8.00","28.70","-11.32","3.55","1.63","null","null","null","91.37","2127","6.43",490232
"FF",109,"2017-04-13","91.65     ","2.55477429739837","5.75287692749924","Madison Bumgarner","592351","518516","Strikeout","Ball","152.395   ","2046.414  ","-24.9     ","4.0       ","12","Jon Gray strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,0,1,2017,"4.85267267446326      ","9.279771977979912   ","0.819836872774366","3.92061418795338","null","null","null",0,3,"top","0.0000","0.0000","024612","2017-04-14T02:46:12Z","543148","490319","170414_024617","-6.21","-133.055378067325   ","-1.85","8.70","28.62","-15.54","3.55","1.63","null","null","null","91.36","2178","6.24",490232
"FF",110,"2017-04-13","91.49     ","2.25920862613927","5.64741661156106","Madison Bumgarner","592351","518516","Strikeout","Called Strike","147.175   ","2843.618  ","-45.1     ","3.8       ","4 ","Jon Gray strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,1,1,2017,"7.947854997268621     ","12.3201275139768    ","-0.705217001776291","2.40981034680176","null","null","null",0,3,"top","0.0000","0.0000","024626","2017-04-14T02:46:26Z","543148","490319","170414_024631","-10.44","-132.469973272013   ","-6.47","14.08","29.19","-10.36","3.55","1.63","null","null","null","91.46","2229","6.61",490232
"CU",111,"2017-04-13","79.88     ","2.50943572736291","5.70530288406292","Madison Bumgarner","592351","518516","Strikeout","Swinging Strike","271.867   ","623.618   ","10.7      ","10.0      ","13","Jon Gray strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,1,2,2017,"-3.67206126579882     ",".11963492427487116  ","-1.15148952887716","1.5741270722002","null","null","null",0,3,"top","0.0000","0.0000","024647","2017-04-14T02:46:47Z","543148","490319","170414_024653","-7.28","-115.868062628081   ","-2.36","-4.98","22.22","-32.34","3.55","1.63","null","null","null","78.84","2499","5.79",490232
"CU",167,"2017-04-13","77.62     ","2.64532570685561","5.82716270600559","Madison Bumgarner","448602","518516","Strikeout","Ball","297.884   ","875.275   ","10.6      ","11.3      ","3 ","Mark Reynolds strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,0,0,2017,"4.7042261172046675    ","-2.488967119430436  ","0.600566813833836","3.24483481380999","null","null",471865,1,4,"top","0.0000","0.0000","030141","2017-04-14T03:01:41Z","543148","490319","170414_030147","-3.18","-112.651859525036   ","2.24","-6.01","21.66","-35.35","3.47","1.59","null","null","null","76.53","2464","5.77",490232
"FF",168,"2017-04-13","90.75     ","2.65184030614349","5.37579801224064","Madison Bumgarner","448602","518516","Strikeout","Ball","151.687   ","2482.062  ","-34.2     ","3.9       ","14","Mark Reynolds strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,1,0,2017,"6.10195059549264      ","11.325669679776805  ","1.18504728196321","1.62914520668643","null","null",471865,1,4,"top","0.0000","0.0000","030158","2017-04-14T03:01:58Z","543148","490319","170414_030203","-5.86","-131.58846478081    ","-7.35","10.68","28.43","-12.35","3.47","1.59","null","null","null","90.30","2155","6.24",490232
"SL",169,"2017-04-13","86.56     ","2.4853147317663","5.5924374160928","Madison Bumgarner","448602","518516","Strikeout","Called Strike","183.437   ","1613.199  ","6.3       ","4.8       ","7 ","Mark Reynolds strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,2,0,2017,"0.5195935276253832    ","8.647883572375907   ","-0.503624922427878","1.96637905775966","null","null",471865,1,4,"top","0.0000","0.0000","030214","2017-04-14T03:02:14Z","543148","490319","170414_030219","-7.27","-125.670087726481   ","-5.37","-0.84","23.41","-18.23","3.47","1.59","null","null","null","86.74","2239","6.35",490232
"CU",170,"2017-04-13","77.82     ","2.49513026857829","5.71925254588584","Madison Bumgarner","448602","518516","Strikeout","Called Strike","268.636   ","828.152   ","12.7      ","10.3      ","4 ","Mark Reynolds strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,2,1,2017,"-4.978493086019208    ",".11861389186670893  ","-0.300622525716721","2.57904726855624","null","null",471865,1,4,"top","0.0000","0.0000","030232","2017-04-14T03:02:32Z","543148","490319","170414_030237","-4.80","-113.030545406128   ","0.16","-6.45","20.31","-32.02","3.47","1.59","null","null","null","77.08","2355","5.83",490232
"SL",171,"2017-04-13","87.53     ","2.64236921501517","5.45439131800862","Madison Bumgarner","448602","518516","Strikeout","Ball","176.661   ","1175.160  ",".6        ","5.6       ","14","Mark Reynolds strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,2,2,2017,".36317340380950797    ","6.222113237580816   ","0.723673080893415","1.41625127000409","null","null",471865,1,4,"top","0.0000","0.0000","030251","2017-04-14T03:02:51Z","543148","490319","170414_030255","-4.95","-127.174349206453   ","-5.83","0.60","23.83","-21.89","3.47","1.59","null","null","null","87.62","2205","6.23",490232
"FF",172,"2017-04-13","92.44     ","2.41820275139904","5.63172154488932","Madison Bumgarner","448602","518516","Strikeout","Swinging Strike","150.125   ","2318.838  ","-31.5     ","3.7       ","11","Mark Reynolds strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,3,2,2017,"5.837631355209204     ","10.161557654418312  ","-0.594595845263914","3.82484824604626","null","null",471865,1,4,"top","0.0000","0.0000","030308","2017-04-14T03:03:08Z","543148","490319","170414_030314","-10.00","-134.117651623744   ","-2.23","10.68","27.85","-13.59","3.47","1.59","null","null","null","93.06","2256","6.72",490232
"FF",183,"2017-04-13","93.07     ","2.22001565237411","5.48182522251796","Madison Bumgarner","506924","518516","Strikeout","Foul","152.292   ","2527.595  ","-33.5     ","3.4       ","13","Stephen Cardullo strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,0,0,2017,"5.952219221409444     ","11.332689692159171  ","-1.18568343422268","2.26553424979567","null","null","null",2,4,"top","0.0000","0.0000","030445","2017-04-14T03:04:45Z","543148","490319","170414_030451","-11.11","-134.815379223025   ","-6.41","10.92","30.13","-11.38","3.37","1.54","null","null","null","93.45","2235","6.82",490232
"SL",184,"2017-04-13","87.29     ","2.51014802103638","5.43743678047473","Madison Bumgarner","506924","518516","Strikeout","Foul","183.915   ","1246.773  ","5.4       ","5.4       ","4 ","Stephen Cardullo strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,0,1,2017,".45576531511577645    ","6.656774895955812   ","-0.340861272355787","2.72577573884795","null","null","null",2,4,"top","0.0000","0.0000","030505","2017-04-14T03:05:05Z","543148","490319","170414_030511","-7.00","-126.777391174823   ","-2.55","-0.74","25.12","-21.30","3.37","1.54","null","null","null","87.27","2254","6.31",490232
"CU",185,"2017-04-13","80.29     ","2.53301045587836","5.5474568979191","Madison Bumgarner","506924","518516","Strikeout","Swinging Strike","252.120   ","772.173   ","12.8      ","9.5       ","13","Stephen Cardullo strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,0,2,2017,"-4.356908748087288    ","1.4055478209948     ","-0.751188967920703","1.17659765801899","null","null","null",2,4,"top","0.0000","0.0000","030538","2017-04-14T03:05:38Z","543148","490319","170414_030543","-6.21","-116.370672706742   ","-3.36","-5.89","24.56","-30.27","3.37","1.54","null","null","null","78.83","2439","5.76",490232
"CU",225,"2017-04-13","76.1      ","2.29195369097975","6.25814428924606","Madison Bumgarner","572863","518516","Strikeout","Foul","146.663   ","2117.507  ","-21.9     ","6.7       ","11","Dustin Garneau strikes out swinging, catcher Tim Federowicz to first baseman Brandon Belt.  ","R ","R","L","SF ","COL","S",0,0,0,0,2017,"7.1484664319852875    ","10.866887098051512  ","-0.21142993029058","3.66521961049041","null","null","null",0,5,"top","0.0000","0.0000","032204","2017-04-14T03:22:04Z","543148","490319","170414_032209","-7.49","-110.339264058916   ","-1.37","8.85","18.84","-18.72","3.41","1.57","null","null","null","null","null","null",490232
"FF",226,"2017-04-13","90.8      ","2.25907810357804","5.59247316347156","Madison Bumgarner","572863","518516","Strikeout","Ball","150.165   ","2236.171  ","-27.1     ","4.0       ","11","Dustin Garneau strikes out swinging, catcher Tim Federowicz to first baseman Brandon Belt.  ","R ","R","L","SF ","COL","B",0,0,0,1,2017,"5.743166618149572     ","10.013268216722569  ","-1.26707436112772","3.18745761195506","null","null","null",0,5,"top","0.0000","0.0000","032413","2017-04-14T03:24:13Z","543148","490319","","-11.11","-131.577298996418   ","-3.45","10.09","27.35","-14.58","3.37","1.54","null","null","null","null","null","null",490232
"SL",227,"2017-04-13","86.6      ","2.7186902332308","5.63662480049015","Madison Bumgarner","572863","518516","Strikeout","Foul","179.569   ","1223.738  ","2.3       ","5.6       ","6 ","Dustin Garneau strikes out swinging, catcher Tim Federowicz to first baseman Brandon Belt.  ","R ","R","L","SF ","COL","S",0,0,1,1,2017,".04952373640300956    ","6.550620889037736   ","0.494376896408534","2.41291059250069","null","null","null",0,5,"top","0.0000","0.0000","032420","2017-04-14T03:24:20Z","543148","490319","170414_032426","-5.57","-125.917195485847   ","-3.73","0.08","23.20","-21.55","3.41","1.57","null","null","null","null","null","null",490232
"CU",228,"2017-04-13","78.4      ","2.46611748066217","5.52076915973095","Madison Bumgarner","572863","518516","Strikeout","Swinging Strike (Blocked)","309.428   ","658.832   ","7.5       ","11.2      ","13","Dustin Garneau strikes out swinging, catcher Tim Federowicz to first baseman Brandon Belt.  ","R ","R","L","SF ","COL","S",0,0,1,2,2017,"3.0545226253290965    ","-2.51139590118528   ","0.0831319422857033","0.770819770591335","null","null","null",0,5,"top","0.0000","0.0000","032445","2017-04-14T03:24:45Z","543148","490319","170414_032454","-4.83","-113.824087485684   ","-2.76","-3.99","21.60","-35.46","3.41","1.57","null","null","null","null","null","null",490232
"FF",309,"2017-04-13","92.33     ","2.48164700552055","5.49142762232308","Madison Bumgarner","596115","518516","Strikeout","Foul","149.118   ","2517.598  ","-36.4     ","3.8       ","5 ","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,0,0,2017,"6.619789793231868     ","11.068184136285888  ","0.0697106169311842","2.54700937768262","null",571448,448602,1,6,"top","0.0000","0.0000","034904","2017-04-14T03:49:04Z","543148","490319","170414_034910","-8.95","-133.00547835833    ","-5.37","11.85","28.77","-12.37","3.30","1.50","null","null","null","92.30","2309","6.77",490232
"CU",310,"2017-04-13","78.62     ","2.71789419023273","5.54629828682495","Madison Bumgarner","596115","518516","Strikeout","Foul","274.240   ","863.963   ","12.9      ","10.4      ","8 ","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,0,1,2017,"-5.147147983429752    ",".38156561444523723  ","-0.050974339818515","1.75293789652752","null",571448,448602,1,6,"top","0.0000","0.0000","034931","2017-04-14T03:49:31Z","543148","490319","170414_034936","-4.73","-114.253718790079   ","-1.30","-6.79","21.58","-32.68","3.30","1.50","null","null","null","78.18","2472","6.10",490232
"SL",311,"2017-04-13","87.65     ","2.41021511695913","5.44213989154917","Madison Bumgarner","596115","518516","Strikeout","Ball","167.364   ","1544.266  ","-3.5      ","4.9       ","13","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,0,2,2017,"1.7891833574945522    ","7.9794583146950036  ","-1.43812653399523","1.27355511694069","null",571448,448602,1,6,"top","0.0000","0.0000","035000","2017-04-14T03:50:00Z","543148","490319","170414_035005","-10.29","-127.03525633819    ","-6.74","2.96","23.13","-18.98","3.30","1.50","null","null","null","87.84","2312","6.38",490232
"FF",312,"2017-04-13","92.41     ","2.48745908290902","5.54165994765726","Madison Bumgarner","596115","518516","Strikeout","Ball","146.502   ","2637.160  ","-41.2     ","3.8       ","11","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,1,2,2017,"7.506362302581948     ","11.341329418447332  ","-0.33505184139729","3.60308712431682","null",571448,448602,1,6,"top","0.0000","0.0000","035039","2017-04-14T03:50:39Z","543148","490319","170414_035044","-9.97","-133.780630664737   ","-2.83","13.42","32.46","-11.90","3.30","1.50","null","null","null","91.75","2242","6.46",490232
"CU",313,"2017-04-13","79.92     ","2.53728696456478","5.56093376547876","Madison Bumgarner","596115","518516","Strikeout","Ball In Dirt","249.611   ","851.429   ","13.8      ","9.4       ","13","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","B",0,0,2,2,2017,"4.7002479952481275    ","1.7470175217792239  ","-0.941811923151417","1.18709780276865","null",571448,448602,1,6,"top","0.0000","0.0000","035115","2017-04-14T03:51:15Z","543148","490319","170414_035120","-6.56","-115.978807470941   ","-3.48","-6.38","22.39","-29.80","3.30","1.50","null","null","null","79.15","2521","5.97",490232
"FF",314,"2017-04-13","91.84     ","2.62271737094629","5.51424563102339","Madison Bumgarner","596115","518516","Strikeout","Swinging Strike","159.589   ","1887.216  ","-15.9     ","3.9       ","3 ","Trevor Story strikes out swinging.  ","R ","R","L","SF ","COL","S",0,0,3,2,2017,"3.3488154332526       ","8.998727906437573   ","0.596251845996497","3.2191628140516","null",571448,448602,1,6,"top","0.0000","0.0000","035157","2017-04-14T03:51:57Z","543148","490319","170414_035203","-6.49","-133.431804364268   ","-3.04","6.05","27.98","-15.91","3.30","1.50","null","null","null","92.39","2244","6.64",490232
